id_paczki,data_dostawy,gabaryt,wysokosc_cm,szerokosc_cm,dlugosc_cm,waga_kg,miasto_docelowe,id_paczkomatu
ZAR-050404423,2026-05-04,C,26,37,62,9.7,Żary,ZAR-13
NS-050404424,2026-05-04,A,5,19,38,1.1,Nowa Sól,NS-14
SZP-050404425,2026-05-04,C,33,35,26,7.1,Szprotawa,SZP-02
ZG-050404426,2026-05-04,A,6,22,47,0.7,Zielona Góra,ZG-24
ZG-050404427,2026-05-04,B,18,33,7,6.2,Zielona Góra,ZG-19
ZG-050404428,2026-05-04,A,7,10,1,1.9,Zielona Góra,ZG-02
NS-050404429,2026-05-04,B,9,4,41,6.3,Nowa Sól,NS-15
ZGN-050404430,2026-05-04,A,1,9,3,3.3,Żagań,ZGN-06
ZG-050404431,2026-05-04,A,7,38,49,1.5,Zielona Góra,ZG-21
ZG-050404432,2026-05-04,A,4,36,15,1.6,Zielona Góra,ZG-32
ZAR-050404433,2026-05-04,A,5,18,18,0.6,Żary,ZAR-07
ZGN-050404434,2026-05-04,C,38,27,31,9.7,Żagań,ZGN-06
ZG-050404435,2026-05-04,A,3,35,24,0.9,Zielona Góra,ZG-04
NS-050404436,2026-05-04,B,17,3,15,4.1,Nowa Sól,NS-16
ZAR-050404437,2026-05-04,A,2,22,41,1.3,Żary,ZAR-06
ZG-050404438,2026-05-04,A,6,1,15,0.5,Zielona Góra,ZG-14
ZGN-050404439,2026-05-04,B,13,33,7,9.7,Żagań,ZGN-02
ZG-050404440,2026-05-04,B,11,9,26,5.4,Zielona Góra,ZG-38
NS-050404441,2026-05-04,A,1,3,31,2.4,Nowa Sól,NS-04
ZG-050404442,2026-05-04,C,37,24,52,9.2,Zielona Góra,ZG-26
ZGN-050404443,2026-05-04,A,6,38,59,3.1,Żagań,ZGN-09
ZG-050404444,2026-05-04,C,40,16,29,9.1,Zielona Góra,ZG-09
NS-050404445,2026-05-04,A,1,37,28,0.6,Nowa Sól,NS-10
ZG-050404446,2026-05-04,A,3,4,47,0.3,Zielona Góra,ZG-30
ZAR-050404447,2026-05-04,C,36,9,48,7.9,Żary,ZAR-05
ZG-050404448,2026-05-04,A,1,2,47,0.4,Zielona Góra,ZG-33
ZGN-050404449,2026-05-04,A,3,26,31,0.2,Żagań,ZGN-04
ZGN-050404450,2026-05-04,A,1,34,8,0.3,Żagań,ZGN-08
ZG-050404451,2026-05-04,A,3,7,16,0.5,Zielona Góra,ZG-18
ZGN-050404452,2026-05-04,A,2,29,13,3.4,Żagań,ZGN-05
NS-050404453,2026-05-04,B,10,37,43,2.0,Nowa Sól,NS-04
ZG-050404454,2026-05-04,B,15,34,26,3.7,Zielona Góra,ZG-06
ZAR-050404455,2026-05-04,A,1,25,62,2.4,Żary,ZAR-10
ZAR-050404456,2026-05-04,C,25,29,22,4.6,Żary,ZAR-04
ZGN-050404457,2026-05-04,A,5,11,3,1.6,Żagań,ZGN-09
ZGN-050404458,2026-05-04,A,7,26,39,1.1,Żagań,ZGN-08
ZG-050404459,2026-05-04,A,5,28,23,0.9,Zielona Góra,ZG-40
ZG-050404460,2026-05-04,A,6,25,12,0.1,Zielona Góra,ZG-37
SZP-050404461,2026-05-04,A,5,33,51,0.3,Szprotawa,SZP-02
ZG-050404462,2026-05-04,A,4,24,12,0.6,Zielona Góra,ZG-17
ZG-050404463,2026-05-04,A,5,29,20,4.1,Zielona Góra,ZG-06
ZAR-050404464,2026-05-04,B,16,19,6,6.2,Żary,ZAR-06
ZAR-050404465,2026-05-04,C,39,28,59,7.6,Żary,ZAR-03
ZG-050404466,2026-05-04,C,24,5,21,8.6,Zielona Góra,ZG-40
ZG-050404467,2026-05-04,C,34,34,61,8.6,Zielona Góra,ZG-26
NS-050404468,2026-05-04,A,5,11,53,0.8,Nowa Sól,NS-06
NS-050404469,2026-05-04,C,25,5,10,8.9,Nowa Sól,NS-19
ZG-050404470,2026-05-04,B,10,12,46,3.9,Zielona Góra,ZG-29
NS-050404471,2026-05-04,B,12,4,23,4.6,Nowa Sól,NS-07
ZAR-050404472,2026-05-04,C,25,38,39,4.1,Żary,ZAR-01
ZAR-050404473,2026-05-04,A,6,20,5,0.8,Żary,ZAR-10
ZAR-050404474,2026-05-04,B,18,1,41,2.8,Żary,ZAR-10
NS-050404475,2026-05-04,A,3,19,50,2.0,Nowa Sól,NS-03
NB-050404476,2026-05-04,B,14,13,28,9.5,Nowogród Bobrzański,NB-05
ZGN-050404477,2026-05-04,B,15,4,64,7.7,Żagań,ZGN-02
NB-050404478,2026-05-04,C,27,4,61,5.8,Nowogród Bobrzański,NB-05
ZG-050404479,2026-05-04,A,7,7,10,0.8,Zielona Góra,ZG-40
ZGN-050404480,2026-05-04,A,4,2,32,3.3,Żagań,ZGN-02
NS-050404481,2026-05-04,A,1,17,18,1.7,Nowa Sól,NS-14
SZP-050404482,2026-05-04,B,10,32,11,2.7,Szprotawa,SZP-01
ZAR-050404483,2026-05-04,A,4,2,53,1.0,Żary,ZAR-11
ZG-050404484,2026-05-04,A,6,37,33,1.7,Zielona Góra,ZG-27
ZAR-050404485,2026-05-04,A,5,16,24,0.7,Żary,ZAR-05
NS-050404486,2026-05-04,C,35,23,13,8.1,Nowa Sól,NS-14
ZG-050404487,2026-05-04,A,6,29,62,0.4,Zielona Góra,ZG-18
ZG-050404488,2026-05-04,B,16,17,48,5.5,Zielona Góra,ZG-11
ZG-050404489,2026-05-04,A,3,19,45,1.2,Zielona Góra,ZG-37
SZP-050404490,2026-05-04,A,4,13,19,1.1,Szprotawa,SZP-04
NS-050404491,2026-05-04,B,17,1,61,6.3,Nowa Sól,NS-02
ZG-050404492,2026-05-04,A,3,15,30,1.9,Zielona Góra,ZG-07
ZG-050404493,2026-05-04,B,14,30,6,1.7,Zielona Góra,ZG-33
ZGN-050404494,2026-05-04,B,18,10,56,6.1,Żagań,ZGN-07
ZAR-050404495,2026-05-04,A,1,32,27,0.6,Żary,ZAR-01
ZGN-050404496,2026-05-04,B,15,20,51,1.6,Żagań,ZGN-08
ZAR-050404497,2026-05-04,B,19,28,34,1.9,Żary,ZAR-11
NS-050404498,2026-05-04,A,5,31,52,0.5,Nowa Sól,NS-17
ZAR-050404499,2026-05-04,C,41,3,44,9.3,Żary,ZAR-13
NS-050404500,2026-05-04,C,41,32,62,4.4,Nowa Sól,NS-11
ZG-050404501,2026-05-04,B,14,23,61,2.4,Zielona Góra,ZG-11
NS-050404502,2026-05-04,B,12,20,4,7.6,Nowa Sól,NS-18
ZG-050404503,2026-05-04,B,10,22,9,5.3,Zielona Góra,ZG-21
ZG-050404504,2026-05-04,B,10,18,20,5.8,Zielona Góra,ZG-06
NS-050404505,2026-05-04,A,7,38,23,1.9,Nowa Sól,NS-06
ZG-050404506,2026-05-04,A,2,6,58,4.6,Zielona Góra,ZG-40
ZAR-050404507,2026-05-04,B,17,23,27,3.8,Żary,ZAR-03
NS-050404508,2026-05-04,B,9,1,35,2.9,Nowa Sól,NS-17
ZGN-050404509,2026-05-04,A,5,21,29,0.3,Żagań,ZGN-09
ZG-050404510,2026-05-04,A,4,11,55,1.1,Zielona Góra,ZG-12
SZP-050404511,2026-05-04,C,30,7,56,7.8,Szprotawa,SZP-02
ZG-050404512,2026-05-04,A,6,2,2,2.3,Zielona Góra,ZG-09
KOZ-050404513,2026-05-04,B,15,7,7,2.0,Kożuchów,KOZ-02
ZG-050404514,2026-05-04,B,15,36,44,4.4,Zielona Góra,ZG-03
ZG-050404515,2026-05-04,A,6,4,47,0.4,Zielona Góra,ZG-13
ZGN-050404516,2026-05-04,B,13,26,64,6.4,Żagań,ZGN-07
ZAR-050404517,2026-05-04,A,3,29,9,0.4,Żary,ZAR-15
NS-050404518,2026-05-04,A,1,13,13,1.3,Nowa Sól,NS-18
ZG-050404519,2026-05-04,B,19,28,1,2.0,Zielona Góra,ZG-21
ZG-050404520,2026-05-04,A,7,8,20,0.2,Zielona Góra,ZG-27
ZG-050404521,2026-05-04,C,24,9,29,9.9,Zielona Góra,ZG-30
NS-050404522,2026-05-04,A,6,2,14,1.9,Nowa Sól,NS-04
ZG-050404523,2026-05-04,B,11,18,59,7.6,Zielona Góra,ZG-06
ZG-050404524,2026-05-04,B,17,19,48,2.5,Zielona Góra,ZG-10
ZG-050404525,2026-05-04,B,16,15,25,3.3,Zielona Góra,ZG-36
ZG-050404526,2026-05-04,A,2,26,46,0.5,Zielona Góra,ZG-27
ZG-050404527,2026-05-04,A,1,19,7,0.3,Zielona Góra,ZG-40
ZGN-050404528,2026-05-04,B,19,17,3,5.1,Żagań,ZGN-04
ZG-050404529,2026-05-04,A,7,18,56,1.3,Zielona Góra,ZG-40
ZG-050404530,2026-05-04,A,8,8,58,2.5,Zielona Góra,ZG-36
ZG-050404531,2026-05-04,C,41,3,55,7.8,Zielona Góra,ZG-16
ZGN-050404532,2026-05-04,A,1,16,4,0.1,Żagań,ZGN-10
ZG-050404533,2026-05-04,C,31,10,1,6.0,Zielona Góra,ZG-08
ZAR-050404534,2026-05-04,B,13,7,15,3.0,Żary,ZAR-01
NB-050404535,2026-05-04,A,6,5,63,0.2,Nowogród Bobrzański,NB-05
ZG-050404536,2026-05-04,C,26,24,33,10.0,Zielona Góra,ZG-23
ZG-050404537,2026-05-04,C,25,18,34,8.6,Zielona Góra,ZG-11
ZG-050404538,2026-05-04,B,17,33,6,9.2,Zielona Góra,ZG-19
ZG-050404539,2026-05-04,B,10,11,50,3.7,Zielona Góra,ZG-03
NS-050404540,2026-05-04,A,5,2,18,0.3,Nowa Sól,NS-20
NS-050404541,2026-05-04,B,15,1,11,2.7,Nowa Sól,NS-18
ZGN-050404542,2026-05-04,A,6,37,18,2.5,Żagań,ZGN-05
ZG-050404543,2026-05-04,B,9,32,59,7.7,Zielona Góra,ZG-26
ZG-050404544,2026-05-04,A,8,24,19,2.1,Zielona Góra,ZG-16
ZG-050404545,2026-05-04,C,20,9,63,9.6,Zielona Góra,ZG-32
SZP-050404546,2026-05-04,A,1,37,37,1.5,Szprotawa,SZP-04
ZG-050404547,2026-05-04,B,15,35,29,4.3,Zielona Góra,ZG-09
ZG-050404548,2026-05-04,A,6,23,9,1.0,Zielona Góra,ZG-24
ZG-050404549,2026-05-04,B,16,22,11,2.0,Zielona Góra,ZG-22
ZGN-050404550,2026-05-04,A,5,8,26,0.9,Żagań,ZGN-07
ZG-050404551,2026-05-04,B,12,6,6,3.1,Zielona Góra,ZG-38
ZG-050404552,2026-05-04,B,15,16,12,3.4,Zielona Góra,ZG-16
NS-050404553,2026-05-04,A,4,3,32,0.5,Nowa Sól,NS-08
ZG-050404554,2026-05-04,B,17,25,24,3.0,Zielona Góra,ZG-18
ZG-050404555,2026-05-04,B,16,9,15,4.4,Zielona Góra,ZG-13
ZG-050404556,2026-05-04,A,2,17,43,1.3,Zielona Góra,ZG-31
ZG-050404557,2026-05-04,A,3,11,35,3.2,Zielona Góra,ZG-30
ZGN-050404558,2026-05-04,A,1,28,43,3.1,Żagań,ZGN-02
ZG-050404559,2026-05-04,A,3,25,60,1.0,Zielona Góra,ZG-36
ZG-050404560,2026-05-04,B,14,3,43,4.2,Zielona Góra,ZG-30
ZG-050404561,2026-05-04,C,38,13,59,7.8,Zielona Góra,ZG-33
ZG-050404562,2026-05-04,A,2,13,45,2.2,Zielona Góra,ZG-04
ZG-050404563,2026-05-04,A,5,29,23,5.8,Zielona Góra,ZG-15
ZG-050404564,2026-05-04,B,19,22,32,3.2,Zielona Góra,ZG-20
NS-050404565,2026-05-04,B,11,28,21,1.1,Nowa Sól,NS-07
NS-050404566,2026-05-04,A,4,27,36,3.7,Nowa Sól,NS-16
ZGN-050404567,2026-05-04,A,2,1,44,0.3,Żagań,ZGN-07
NS-050404568,2026-05-04,C,27,5,40,7.7,Nowa Sól,NS-17
ZG-050404569,2026-05-04,A,8,31,62,5.1,Zielona Góra,ZG-12
ZG-050404570,2026-05-04,A,4,14,64,0.2,Zielona Góra,ZG-07
NS-050404571,2026-05-04,B,13,27,25,4.1,Nowa Sól,NS-15
NS-050404572,2026-05-04,A,2,3,35,1.6,Nowa Sól,NS-05
ZG-050404573,2026-05-04,C,24,24,3,7.9,Zielona Góra,ZG-16
ZG-050404574,2026-05-04,A,3,3,17,0.6,Zielona Góra,ZG-29
ZG-050404575,2026-05-04,C,29,29,55,10.0,Zielona Góra,ZG-02
ZG-050404576,2026-05-04,A,7,10,60,1.8,Zielona Góra,ZG-02
ZG-050404577,2026-05-04,C,20,21,12,7.9,Zielona Góra,ZG-16
ZG-050404578,2026-05-04,B,17,33,32,1.0,Zielona Góra,ZG-05
NB-050404579,2026-05-04,B,10,13,8,4.5,Nowogród Bobrzański,NB-04
ZGN-050404580,2026-05-04,A,1,36,1,1.8,Żagań,ZGN-04
ZGN-050404581,2026-05-04,A,4,19,56,0.4,Żagań,ZGN-10
ZGN-050404582,2026-05-04,B,19,27,54,8.4,Żagań,ZGN-01
ZGN-050404583,2026-05-04,A,5,18,53,0.8,Żagań,ZGN-03
ZG-050404584,2026-05-04,B,12,28,20,3.1,Zielona Góra,ZG-31
NS-050404585,2026-05-04,B,14,36,39,5.6,Nowa Sól,NS-16
ZGN-050404586,2026-05-04,B,10,31,40,3.2,Żagań,ZGN-02
ZG-050404587,2026-05-04,A,1,32,58,0.2,Zielona Góra,ZG-11
ZGN-050404588,2026-05-04,A,8,9,19,1.3,Żagań,ZGN-05
NS-050404589,2026-05-04,C,25,3,18,6.2,Nowa Sól,NS-08
ZG-050404590,2026-05-04,C,20,32,36,3.2,Zielona Góra,ZG-26
ZG-050404591,2026-05-04,C,20,34,64,7.9,Zielona Góra,ZG-06
ZAR-050404592,2026-05-04,B,11,22,64,4.8,Żary,ZAR-02
NB-050404593,2026-05-04,A,7,3,34,0.2,Nowogród Bobrzański,NB-05
NS-050404594,2026-05-04,C,23,6,17,7.5,Nowa Sól,NS-09
ZG-050404595,2026-05-04,A,7,9,45,0.6,Zielona Góra,ZG-17
ZG-050404596,2026-05-04,A,4,3,57,1.0,Zielona Góra,ZG-39
ZAR-050404597,2026-05-04,A,8,36,31,2.8,Żary,ZAR-09
ZAR-050404598,2026-05-04,A,8,12,62,0.7,Żary,ZAR-04
NS-050404599,2026-05-04,A,2,25,5,2.2,Nowa Sól,NS-05
ZG-050404600,2026-05-04,A,7,33,37,1.5,Zielona Góra,ZG-34
ZG-050404601,2026-05-04,B,17,12,14,1.2,Zielona Góra,ZG-38
ZG-050404602,2026-05-04,A,7,17,35,1.8,Zielona Góra,ZG-12
NS-050404603,2026-05-04,B,11,29,32,5.9,Nowa Sól,NS-04
NS-050404604,2026-05-04,A,1,18,21,1.1,Nowa Sól,NS-11
ZG-050404605,2026-05-04,B,12,16,1,4.8,Zielona Góra,ZG-40
SZP-050404606,2026-05-04,B,14,30,30,1.4,Szprotawa,SZP-01
ZGN-050404607,2026-05-04,A,4,2,25,2.0,Żagań,ZGN-08
KOZ-050404608,2026-05-04,A,1,1,31,0.4,Kożuchów,KOZ-01
NS-050404609,2026-05-04,B,18,21,34,4.3,Nowa Sól,NS-01
ZG-050404610,2026-05-04,B,18,17,49,5.4,Zielona Góra,ZG-22
ZGN-050404611,2026-05-04,A,2,16,5,0.6,Żagań,ZGN-10
NS-050404612,2026-05-04,C,31,8,3,9.5,Nowa Sól,NS-06
ZG-050404613,2026-05-04,A,2,24,21,1.6,Zielona Góra,ZG-19
ZAR-050404614,2026-05-04,B,14,25,47,3.5,Żary,ZAR-11
ZGN-050404615,2026-05-04,B,12,19,11,6.9,Żagań,ZGN-08
ZG-050404616,2026-05-04,B,17,7,29,3.3,Zielona Góra,ZG-22
NS-050404617,2026-05-04,A,6,15,21,0.3,Nowa Sól,NS-15
ZG-050404618,2026-05-04,A,4,18,41,2.0,Zielona Góra,ZG-28
ZG-050404619,2026-05-04,C,35,2,57,4.5,Zielona Góra,ZG-30
ZG-050404620,2026-05-04,A,4,2,4,1.4,Zielona Góra,ZG-38
NS-050404621,2026-05-04,B,11,19,56,7.8,Nowa Sól,NS-03
ZG-050404622,2026-05-04,C,32,2,51,9.4,Zielona Góra,ZG-33
NB-050404623,2026-05-04,A,4,13,28,0.3,Nowogród Bobrzański,NB-04
NS-050404624,2026-05-04,C,22,8,19,4.9,Nowa Sól,NS-14
ZG-050404625,2026-05-04,C,31,7,62,9.7,Zielona Góra,ZG-34
ZGN-050404626,2026-05-04,A,4,25,16,0.4,Żagań,ZGN-04
ZG-050404627,2026-05-04,A,8,32,14,1.5,Zielona Góra,ZG-03
ZG-050404628,2026-05-04,A,7,37,49,1.2,Zielona Góra,ZG-26
ZGN-050404629,2026-05-04,A,8,18,36,3.5,Żagań,ZGN-06
ZG-050404630,2026-05-04,A,1,9,15,0.7,Zielona Góra,ZG-24
ZGN-050404631,2026-05-04,A,3,20,17,0.3,Żagań,ZGN-05
ZG-050404632,2026-05-04,A,6,18,38,1.7,Zielona Góra,ZG-01
ZAR-050404633,2026-05-04,B,12,35,39,9.9,Żary,ZAR-09
ZG-050404634,2026-05-04,C,26,13,44,9.6,Zielona Góra,ZG-28
ZG-050404635,2026-05-04,A,1,16,10,4.9,Zielona Góra,ZG-19
ZAR-050404636,2026-05-04,B,18,35,10,3.8,Żary,ZAR-09
ZG-050404637,2026-05-04,C,40,21,49,6.7,Zielona Góra,ZG-04
ZG-050404638,2026-05-04,A,3,26,29,1.3,Zielona Góra,ZG-40
ZG-050404639,2026-05-04,C,31,21,50,8.5,Zielona Góra,ZG-29
ZGN-050404640,2026-05-04,B,14,5,40,3.7,Żagań,ZGN-08
ZG-050404641,2026-05-04,B,9,22,15,4.3,Zielona Góra,ZG-35
ZG-050404642,2026-05-04,A,5,32,51,1.4,Zielona Góra,ZG-08
NS-050404643,2026-05-04,B,10,34,15,1.3,Nowa Sól,NS-11
ZG-050404644,2026-05-04,A,7,32,49,0.2,Zielona Góra,ZG-19
ZG-050404645,2026-05-04,B,16,21,2,9.8,Zielona Góra,ZG-17
NS-050404646,2026-05-04,A,8,31,34,0.2,Nowa Sól,NS-07
ZG-050404647,2026-05-04,B,10,17,48,1.3,Zielona Góra,ZG-31
ZG-050404648,2026-05-04,C,38,4,50,8.8,Zielona Góra,ZG-30
ZG-050404649,2026-05-04,B,15,17,64,4.4,Zielona Góra,ZG-16
NS-050404650,2026-05-04,A,8,8,1,1.4,Nowa Sól,NS-04
SZP-050404651,2026-05-04,A,6,25,37,0.5,Szprotawa,SZP-01
ZG-050404652,2026-05-04,A,7,27,57,0.7,Zielona Góra,ZG-02
ZG-050404653,2026-05-04,A,2,1,45,1.0,Zielona Góra,ZG-15
ZG-050404654,2026-05-04,B,19,17,17,3.2,Zielona Góra,ZG-23
NS-050404655,2026-05-04,B,10,23,25,4.9,Nowa Sól,NS-19
ZG-050404656,2026-05-04,B,9,30,7,7.9,Zielona Góra,ZG-17
ZG-050404657,2026-05-04,B,18,16,25,4.7,Zielona Góra,ZG-38
NS-050404658,2026-05-04,A,6,24,21,1.2,Nowa Sól,NS-04
ZG-050404659,2026-05-04,B,17,13,30,6.5,Zielona Góra,ZG-35
ZG-050404660,2026-05-04,A,6,28,15,0.1,Zielona Góra,ZG-39
ZAR-050404661,2026-05-04,A,6,30,15,0.1,Żary,ZAR-01
NS-050404662,2026-05-04,C,41,38,25,4.1,Nowa Sól,NS-11
ZG-050404663,2026-05-04,A,5,23,35,3.9,Zielona Góra,ZG-30
ZGN-050404664,2026-05-04,A,3,33,63,1.5,Żagań,ZGN-08
ZG-050404665,2026-05-04,A,1,23,19,0.5,Zielona Góra,ZG-26
ZG-050404666,2026-05-04,C,32,36,3,9.0,Zielona Góra,ZG-31
ZG-050404667,2026-05-04,C,22,30,18,9.8,Zielona Góra,ZG-20
ZG-050404668,2026-05-04,B,11,27,16,7.2,Zielona Góra,ZG-37
ZG-050404669,2026-05-04,B,10,29,61,7.5,Zielona Góra,ZG-20
ZG-050404670,2026-05-04,A,3,3,3,1.1,Zielona Góra,ZG-38
NS-050404671,2026-05-04,C,27,38,58,8.1,Nowa Sól,NS-05
ZGN-050404672,2026-05-04,B,13,28,34,4.8,Żagań,ZGN-01
ZGN-050404673,2026-05-04,A,6,15,34,1.8,Żagań,ZGN-06
ZG-050404674,2026-05-04,B,16,27,49,6.0,Zielona Góra,ZG-40
ZAR-050404675,2026-05-04,A,5,7,61,1.1,Żary,ZAR-06
ZG-050404676,2026-05-04,B,15,11,61,4.9,Zielona Góra,ZG-18
ZG-050404677,2026-05-04,B,15,18,64,9.3,Zielona Góra,ZG-05
ZG-050404678,2026-05-04,A,6,31,23,0.6,Zielona Góra,ZG-28
NS-050404679,2026-05-04,B,9,27,23,4.4,Nowa Sól,NS-03
ZG-050404680,2026-05-04,B,9,14,52,1.4,Zielona Góra,ZG-39
NB-050404681,2026-05-04,B,13,38,7,3.6,Nowogród Bobrzański,NB-03
ZG-050404682,2026-05-04,A,3,33,64,2.0,Zielona Góra,ZG-39
ZG-050404683,2026-05-04,A,5,10,53,1.7,Zielona Góra,ZG-40
ZG-050404684,2026-05-04,A,8,22,44,1.1,Zielona Góra,ZG-20
ZG-050404685,2026-05-04,A,7,1,62,1.6,Zielona Góra,ZG-15
ZG-050404686,2026-05-04,B,15,21,61,1.2,Zielona Góra,ZG-18
SZP-050404687,2026-05-04,C,26,27,34,9.1,Szprotawa,SZP-04
ZG-050404688,2026-05-04,A,6,26,56,0.7,Zielona Góra,ZG-30
ZGN-050404689,2026-05-04,B,13,2,31,0.7,Żagań,ZGN-02
ZG-050404690,2026-05-04,A,1,9,28,0.1,Zielona Góra,ZG-17
ZG-050404691,2026-05-04,A,1,26,24,0.8,Zielona Góra,ZG-33
ZGN-050404692,2026-05-04,C,24,14,29,3.6,Żagań,ZGN-01
ZG-050404693,2026-05-04,A,8,4,6,0.7,Zielona Góra,ZG-28
ZGN-050404694,2026-05-04,A,6,33,18,1.5,Żagań,ZGN-09
ZG-050404695,2026-05-04,A,2,35,17,1.9,Zielona Góra,ZG-09
ZG-050404696,2026-05-04,A,2,15,58,2.0,Zielona Góra,ZG-18
ZGN-050404697,2026-05-04,A,6,4,53,0.5,Żagań,ZGN-03
ZAR-050404698,2026-05-04,B,16,20,62,6.7,Żary,ZAR-01
ZG-050404699,2026-05-04,A,5,11,62,1.0,Zielona Góra,ZG-29
NB-050404700,2026-05-04,A,3,33,25,1.9,Nowogród Bobrzański,NB-04
ZG-050404701,2026-05-04,A,6,23,8,0.3,Zielona Góra,ZG-06
ZG-050404702,2026-05-04,A,1,37,11,1.7,Zielona Góra,ZG-40
ZG-050404703,2026-05-04,C,29,13,28,9.7,Zielona Góra,ZG-18
ZGN-050404704,2026-05-04,A,1,3,51,0.9,Żagań,ZGN-08
ZAR-050404705,2026-05-04,B,12,24,60,4.6,Żary,ZAR-12
ZAR-050404706,2026-05-04,A,4,28,37,1.5,Żary,ZAR-15
ZG-050404707,2026-05-04,B,19,26,31,4.9,Zielona Góra,ZG-20
ZG-050404708,2026-05-04,C,34,24,31,7.1,Zielona Góra,ZG-10
ZG-050404709,2026-05-04,B,18,27,21,7.3,Zielona Góra,ZG-16
ZAR-050404710,2026-05-04,B,14,36,10,5.4,Żary,ZAR-08
ZAR-050404711,2026-05-04,B,10,31,47,1.3,Żary,ZAR-15
ZG-050404712,2026-05-04,B,11,7,41,1.1,Zielona Góra,ZG-25
NS-050404713,2026-05-04,A,5,2,62,1.7,Nowa Sól,NS-05
ZG-050404714,2026-05-04,A,8,25,57,1.6,Zielona Góra,ZG-40
NS-050404715,2026-05-04,A,2,4,41,1.1,Nowa Sól,NS-03
NS-050404716,2026-05-04,A,8,23,51,0.7,Nowa Sól,NS-11
ZG-050404717,2026-05-04,B,12,29,34,8.8,Zielona Góra,ZG-26
ZG-050404718,2026-05-04,A,4,13,15,2.0,Zielona Góra,ZG-32
NS-050404719,2026-05-04,C,27,20,34,9.7,Nowa Sól,NS-14
ZGN-050404720,2026-05-04,A,1,11,15,0.3,Żagań,ZGN-09
ZG-050404721,2026-05-04,B,9,26,3,4.5,Zielona Góra,ZG-40
ZG-050404722,2026-05-04,A,6,29,64,1.8,Zielona Góra,ZG-25
ZG-050404723,2026-05-04,B,15,8,2,2.5,Zielona Góra,ZG-28
NS-050404724,2026-05-04,A,4,35,33,0.3,Nowa Sól,NS-05
ZG-050404725,2026-05-04,A,7,9,64,1.9,Zielona Góra,ZG-17
NS-050404726,2026-05-04,C,26,9,20,9.1,Nowa Sól,NS-15
NS-050404727,2026-05-04,A,7,1,58,0.3,Nowa Sól,NS-02
NS-050404728,2026-05-04,A,5,3,31,1.5,Nowa Sól,NS-20
ZAR-050404729,2026-05-04,A,3,22,2,0.3,Żary,ZAR-08
ZG-050404730,2026-05-04,B,11,31,10,8.2,Zielona Góra,ZG-31
ZG-050404731,2026-05-04,A,7,38,24,1.5,Zielona Góra,ZG-06
ZG-050404732,2026-05-04,A,5,20,43,0.7,Zielona Góra,ZG-22
NS-050404733,2026-05-04,A,3,36,41,0.5,Nowa Sól,NS-12
ZGN-050404734,2026-05-04,A,3,21,15,0.2,Żagań,ZGN-03
ZAR-050404735,2026-05-04,A,6,20,38,1.2,Żary,ZAR-01
ZG-050404736,2026-05-04,B,17,24,15,9.0,Zielona Góra,ZG-06
ZG-050404737,2026-05-04,B,15,4,39,3.5,Zielona Góra,ZG-30
NS-050404738,2026-05-04,B,18,25,21,5.9,Nowa Sól,NS-06
ZG-050404739,2026-05-04,A,8,18,43,0.2,Zielona Góra,ZG-36
ZG-050404740,2026-05-04,B,17,21,48,4.4,Zielona Góra,ZG-39
ZG-050404741,2026-05-04,A,2,14,62,1.5,Zielona Góra,ZG-30
ZG-050404742,2026-05-04,A,3,8,52,1.0,Zielona Góra,ZG-13
NS-050404743,2026-05-04,A,7,6,45,0.6,Nowa Sól,NS-02
ZG-050404744,2026-05-04,B,15,25,33,5.3,Zielona Góra,ZG-16
ZG-050404745,2026-05-04,A,2,31,30,1.2,Zielona Góra,ZG-19
ZG-050404746,2026-05-04,B,19,5,19,5.2,Zielona Góra,ZG-27
ZAR-050404747,2026-05-04,A,8,25,49,0.8,Żary,ZAR-14
ZAR-050404748,2026-05-04,B,12,38,22,6.5,Żary,ZAR-04
ZG-050404749,2026-05-04,B,18,4,44,4.9,Zielona Góra,ZG-29
ZG-050404750,2026-05-04,A,3,17,3,0.5,Zielona Góra,ZG-25
ZAR-050404751,2026-05-04,A,4,27,35,2.5,Żary,ZAR-13
SZP-050404752,2026-05-04,B,9,21,2,8.9,Szprotawa,SZP-03
ZAR-050404753,2026-05-04,B,19,20,53,7.2,Żary,ZAR-05
ZG-050404754,2026-05-04,B,10,33,34,4.6,Zielona Góra,ZG-34
ZAR-050404755,2026-05-04,A,7,7,52,0.5,Żary,ZAR-10
ZGN-050404756,2026-05-04,B,10,27,12,6.3,Żagań,ZGN-09
NS-050404757,2026-05-04,A,1,9,18,2.1,Nowa Sól,NS-20
ZG-050404758,2026-05-04,C,22,34,36,6.5,Zielona Góra,ZG-25
ZG-050404759,2026-05-04,B,17,33,6,9.0,Zielona Góra,ZG-01
ZGN-050404760,2026-05-04,A,5,30,62,2.4,Żagań,ZGN-04
NS-050404761,2026-05-04,A,8,14,47,0.4,Nowa Sól,NS-04
ZG-050404762,2026-05-04,A,8,9,37,2.6,Zielona Góra,ZG-38
NS-050404763,2026-05-04,A,5,30,63,0.8,Nowa Sól,NS-01
ZG-050404764,2026-05-04,C,27,27,2,7.3,Zielona Góra,ZG-40
ZAR-050404765,2026-05-04,A,2,8,36,1.5,Żary,ZAR-10
ZG-050404766,2026-05-04,C,38,22,51,7.0,Zielona Góra,ZG-16
ZG-050404767,2026-05-04,B,10,24,25,8.8,Zielona Góra,ZG-09
